Date,Open,High,Low,Close,Adj Close,Volume
2017-06-08,80.425339,81.226791,79.679794,80.313507,65.391624,23538167
2017-06-09,80.313507,80.975174,79.922096,80.089844,65.209526,26486276
2017-06-12,80.583763,80.583763,79.614555,80.043243,65.171570,21171300
2017-06-13,80.052567,81.068367,80.136436,80.621040,65.642014,23190890
2017-06-14,80.611717,81.702080,80.155075,81.357262,66.241447,50442385
2017-06-15,81.347946,81.655479,80.518532,81.292030,66.188347,20211784
2017-06-16,81.292030,82.149399,79.213829,81.608887,66.446320,81117046
2017-06-19,81.646156,81.646156,80.145760,80.826065,65.808952,35333534
2017-06-20,81.301346,81.301346,80.117798,80.238953,65.330925,65763063
2017-06-21,80.238953,80.565125,80.145760,80.285545,65.368851,49065101
2017-06-22,80.285545,80.332146,79.950050,80.015289,65.148811,137668913
2017-06-23,80.015289,81.077682,79.679794,80.173714,65.277802,51565108
2017-06-27,80.145760,80.835381,79.950050,80.164398,65.270218,80575166
2017-06-28,80.145760,81.534332,79.679794,80.089844,65.209526,33488762
2017-06-29,80.052567,80.844704,79.782303,80.332146,65.406799,49382431
2017-06-30,80.565125,81.077682,80.155075,80.350784,65.421974,30109408
2017-07-03,80.332146,81.357262,80.061882,81.012451,65.960701,12341805
2017-07-04,81.077682,83.379547,81.012451,82.969498,67.554138,23395529
2017-07-05,81.310669,83.780273,81.077682,82.773788,67.394783,712903369
2017-07-06,83.398186,83.873466,82.941536,83.286354,67.812126,66860907
2017-07-07,83.183838,83.808235,82.997452,83.230438,67.766602,12552149
2017-07-10,83.798912,84.525818,83.696404,84.274193,68.616432,30356489
2017-07-11,84.274193,85.084969,83.873466,84.768120,69.018585,55434961
2017-07-12,84.805397,86.669250,84.805397,86.538780,70.460266,53957273
2017-07-13,86.538780,88.048500,86.203285,87.321594,71.097633,126123749
2017-07-14,86.948830,87.955307,86.948830,87.750282,71.446671,43616888
2017-07-17,87.852798,88.374680,86.948830,88.225571,71.833656,29294420
2017-07-18,88.225571,88.635612,87.601173,88.514465,72.068878,56494640
2017-07-19,88.533104,88.533104,88.020546,88.253525,71.856422,99508684
2017-07-20,88.439911,88.635612,87.927353,88.439911,72.008179,25826999
2017-07-21,88.439911,88.542419,87.880753,88.132378,71.757782,30204373
2017-07-24,89.011269,89.011269,87.069176,88.207642,71.819061,61273449
2017-07-25,87.796265,87.824966,86.963936,87.490120,71.234856,70937140
2017-07-26,86.887398,87.872803,86.581261,86.935234,70.783066,72741373
2017-07-27,86.782166,88.973007,86.782166,88.025871,71.671066,26384938
2017-07-28,87.997169,88.064140,87.308350,87.834534,71.515266,27893379
2017-07-31,87.834534,90.982071,87.365753,89.154778,72.590225,91390423
2017-08-01,88.877335,90.321953,87.537956,89.795769,73.112122,30060549
2017-08-02,89.929703,90.599396,87.537956,89.403519,72.792747,46540158
2017-08-03,89.355682,89.355682,88.561623,88.953873,72.426651,26295390
2017-08-04,88.953873,90.130608,88.657295,90.063644,73.330231,25513945
2017-08-07,90.044510,90.044510,88.494652,89.623558,72.971901,247517280
2017-08-08,90.398483,90.015808,88.973007,89.470490,72.847282,62339956
2017-08-09,89.403519,89.786201,88.131111,89.374817,72.769379,41844236
2017-08-10,89.365250,89.613991,87.978035,88.733833,72.247482,32797878
2017-08-11,88.733833,89.642693,88.016304,88.772095,72.278641,29658205
